ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
1645525-20051116,1646023,296439,1,DONALD WRIGHT,DONALD WRIGHT USED FURNITURE,5721 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1645525,RENEW,,10/07/2005,01/30/2006,N,11/16/2005,11/15/2006,01/30/2006,01/31/2006,AAI,,,41.894693065,-87.768822856,"(41.89469306495685, -87.76882285605471)"
53878-20011116,1182831,38893,1,PLAYLAND NURSERY,PLAYLAND NURSERY,5838  -00036 W CHICAGO AVE  1,CHICAGO,IL,60651,29,45,29-45,15,1584,Day Care Center 2 - 6 Years,,,53878,RENEW,,10/03/2001,10/22/2001,N,11/16/2001,11/15/2002,03/08/2002,03/11/2002,AAI,,,41.894872435,-87.771795913,"(41.894872435106244, -87.77179591291225)"
1645525-20051003,1645525,296439,1,DONALD WRIGHT,DONALD WRIGHT USED FURNITURE,5721 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1645525,ISSUE,09/30/2005,09/30/2005,09/30/2005,N,10/03/2005,11/15/2005,09/30/2005,10/03/2005,AAI,,,41.894693065,-87.768822856,"(41.89469306495685, -87.76882285605471)"
2048905-20131116,2288083,355360,1,Dong-Hyun Kim,DNJ Beauty Supply,5600 W CHICAGO AVE 1,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,2048905,RENEW,,09/15/2013,10/29/2013,N,11/16/2013,11/15/2015,10/29/2013,10/30/2013,AAI,,,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
1303925-20061116,1757869,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1303925,RENEW,,09/20/2006,01/16/2007,N,11/16/2006,11/15/2007,01/16/2007,01/16/2007,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
80456-20061116,1753956,67715,1,FOUSSENA NANDOMA,FLORENCE AFRICA HAIR BRAIDING,5744 W CHICAGO AVE  1 GRO,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,80456,RENEW,,09/20/2006,11/15/2006,N,11/16/2006,11/15/2007,11/15/2006,11/15/2006,AAC,07/31/2007,,41.894902697,-87.769513994,"(41.89490269670821, -87.76951399402235)"
1767449-20071116,1864683,291826,1,"DOLLAR ZONE OF COUNTRYSIDE, INC.",DOLLAR STORE,5605-5607 W CHICAGO AVE 1,CHICAGO,IL,60651,29,35,29-35,15,1781,Tobacco Retail Over Counter,,,1767449,RENEW,,09/21/2007,11/13/2007,N,11/16/2007,11/15/2009,11/13/2007,12/18/2007,AAC,11/10/2009,,41.894739816,-87.765626737,"(41.894739815720484, -87.76562673682143)"
2104222-20131116,2286373,89091,4,CAROL D JACKSON,BY FAITH HARI SALON,5700 W CHICAGO AVE 1 1,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,2104222,RENEW,,09/15/2013,11/12/2013,N,11/16/2013,11/15/2015,11/12/2013,11/20/2013,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
2273-20041116,1525417,24305,1,PETRO POPOWYCZ,PETRO POPOWYCZ,5837 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1054,Veterinary Hospital,,,2273,RENEW,,09/27/2004,10/21/2004,N,11/16/2004,11/15/2005,10/21/2004,10/22/2004,AAI,,,41.8946548,-87.771654816,"(41.894654799658774, -87.77165481600393)"
1304424-20031116,1439883,256157,1,"600, INC.",600,5941 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1304424,RENEW,,09/26/2003,11/14/2003,N,11/16/2003,11/15/2004,11/14/2003,03/03/2004,AAI,,,41.894620757,-87.773932934,"(41.89462075732308, -87.77393293436263)"
1800190-20111116,2118026,290890,1,JAMES SPEARMAN,THE OFFICE,5812 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1800190,RENEW,,09/15/2011,11/02/2011,N,11/16/2011,11/15/2013,11/02/2011,11/03/2011,AAI,,,41.894886814,-87.77084293,"(41.89488681369428, -87.77084292979197)"
59370-20031116,1428473,18849,2,JUNG W & WOO J NO,CHICAGO BEAUTY SUPPLY,5600 W CHICAGO AVE # 1ST,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,59370,RENEW,,09/26/2003,11/10/2003,N,11/16/2003,11/15/2004,11/10/2003,01/13/2004,AAI,,,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
1649124-20061116,1763571,298394,1,DELILAH G. JOHNSON,SALUTIONS FLORIST,5840 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1649124,RENEW,,09/20/2006,04/03/2007,N,11/16/2006,11/15/2007,04/03/2007,04/04/2007,AAI,,,41.894870225,-87.771954778,"(41.89487022453704, -87.77195477810686)"
1244076-20021116,1294031,89091,3,CAROL D JACKSON,BY FAITH,5700 W CHICAGO AVE 1 #,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1244076,RENEW,,09/24/2002,11/12/2002,N,11/16/2002,11/15/2003,11/12/2002,11/14/2002,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
1303926-20091116,1995130,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1011,Home Repair,,,1303926,RENEW,,09/15/2009,02/02/2010,N,11/16/2009,11/15/2011,02/02/2010,02/03/2010,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
1878742-20071128,1878742,324703,1,JENNIFER MEAS,MAGIC CELLULAR,5967 W CHICAGO AVE 1,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1878742,ISSUE,11/28/2007,11/28/2007,11/28/2007,N,11/28/2007,11/15/2009,11/28/2007,11/28/2007,AAI,,,41.894605595,-87.774909299,"(41.89460559487295, -87.77490929875101)"
1678454-20091116,1995983,300686,1,MACK D CURTIS,"HATS, SOCKS AND T'S PLUS",5803 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1678454,RENEW,,09/15/2009,11/16/2009,N,11/16/2009,11/15/2011,11/16/2009,11/17/2009,AAI,,,41.894672901,-87.77036131,"(41.894672901184975, -87.77036130980994)"
1893421-20080312,1893421,328919,1,KWAN H. KIM,MOM'S WASHLAND,5637 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1893421,ISSUE,03/12/2008,03/12/2008,03/12/2008,N,03/12/2008,11/15/2009,03/12/2008,03/12/2008,AAI,,,41.89472402,-87.766777177,"(41.89472402028131, -87.76677717696077)"
1717539-20060531,1717539,305213,1,EXCLUSIVES INC.,EXCLUSIVES INC.,5624 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,1717539,ISSUE,05/31/2006,05/31/2006,05/31/2006,N,05/31/2006,11/15/2006,05/31/2006,05/31/2006,AAI,,,41.894946126,-87.766493675,"(41.89494612641761, -87.7664936748993)"
1303926-20111116,2117580,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1011,Home Repair,,,1303926,RENEW,,09/15/2011,02/27/2012,N,11/16/2011,11/15/2013,02/27/2012,03/06/2012,AAC,12/29/2012,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
2163547-20120627,2163547,34335,2,YOUNG SOON ROSIER,IDEEL CLEANERS,5609 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,2163547,ISSUE,06/27/2012,06/27/2012,06/27/2012,N,06/27/2012,11/15/2013,06/27/2012,06/27/2012,AAI,,,41.89473748,-87.765798787,"(41.89473747960189, -87.76579878716564)"
1678454-20071116,1865941,300686,1,MACK D CURTIS,"HATS, SOCKS AND T'S PLUS",5803 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1678454,RENEW,,09/21/2007,05/20/2008,N,11/16/2007,11/15/2009,07/25/2008,07/25/2008,AAI,,,41.894672901,-87.77036131,"(41.894672901184975, -87.77036130980994)"
1477226-20070816,1835580,264605,2,CINDY ZAPATA,QUICK COMM,5927 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1477226,RENEW,,06/21/2007,08/15/2007,N,08/16/2007,11/15/2009,08/15/2007,08/16/2007,AAI,,,41.894628423,-87.773407372,"(41.89462842284497, -87.77340737194997)"
1226127-20021116,1297674,243453,2,"QUICK REFUNDS, INC.",QUICK REFUNDS,5727 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1226127,RENEW,,09/24/2002,01/17/2003,N,11/16/2002,11/15/2003,01/17/2003,01/21/2003,AAI,,,41.89468877,-87.76909651,"(41.89468876960142, -87.76909651001375)"
1979884-20090624,1979884,36485,3,THOMAS MECHANICAL CORPORATION,THOMAS MECHANICAL CORP.,5847 W CHICAGO AVE 2ND 2,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1979884,ISSUE,06/24/2009,06/24/2009,06/24/2009,N,06/24/2009,01/15/2011,06/24/2009,06/24/2009,AAI,,,41.894649367,-87.772034695,"(41.894649367208196, -87.77203469457346)"
1800190-20091116,1995733,290890,1,JAMES SPEARMAN,THE OFFICE,5812 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1800190,RENEW,,09/15/2009,11/04/2009,N,11/16/2009,11/15/2011,11/04/2009,11/05/2009,AAI,,,41.894886814,-87.77084293,"(41.89488681369428, -87.77084292979197)"
12776-20041116,1526088,27108,1,HAROLD R BLAKE,AVANTI ELEGANT BOUTIQUE,5949 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,12776,RENEW,,09/27/2004,11/24/2004,N,11/16/2004,11/15/2005,12/28/2004,12/29/2004,AAI,,,41.894616152,-87.774233382,"(41.894616151806034, -87.77423338188208)"
1548382-20061116,1754089,79616,4,THE SALVATION ARMY,THE SALVATION ARMY THRIFT STORE,5713 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1548382,RENEW,,09/20/2006,11/15/2006,N,11/16/2006,11/15/2007,11/15/2006,11/16/2006,AAI,,,41.894698426,-87.768494215,"(41.89469842586008, -87.76849421472855)"
1768650-20071116,1867329,310781,1,"KIDDIE KORRAL ACADEMY, INC.",KIDDIE KORRAL ACADEMY,5836-5838 W CHICAGO AVE 1,CHICAGO,IL,60651,29,45,29-45,15,1586,Day Care Center Under 2 and 2 - 6 Years,,,1768650,RENEW,,09/21/2007,10/29/2007,N,11/16/2007,11/15/2009,02/04/2008,02/04/2008,AAI,,,41.894872435,-87.771795913,"(41.894872435106244, -87.77179591291225)"
1303926-20071116,1861087,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1011,Home Repair,,,1303926,RENEW,,09/21/2007,11/05/2007,N,11/16/2007,11/15/2009,11/05/2007,11/06/2007,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
1494536-20061116,1760291,277758,1,"ONLY BY FAITH, INC.",ONLY BY FAITH,5700 W CHICAGO AVE 2,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1494536,RENEW,,09/20/2006,12/01/2006,N,11/16/2006,11/15/2007,12/01/2006,12/04/2006,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
1354437-20031021,1354437,262424,1,THE STABLE GROUP INC,A & D EXPRESS,5612 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,1354437,ISSUE,04/29/2003,10/20/2003,10/20/2003,N,10/21/2003,11/15/2004,10/20/2003,10/21/2003,AAI,,,41.894954588,-87.765976521,"(41.894954588218056, -87.76597652133323)"
1303925-20091116,1995129,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1303925,RENEW,,09/15/2009,02/02/2010,N,11/16/2009,11/15/2011,02/02/2010,02/03/2010,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
1303926-20061116,1757870,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1011,Home Repair,,,1303926,RENEW,,09/20/2006,01/16/2007,N,11/16/2006,11/15/2007,01/16/2007,01/16/2007,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
42812-20051116,1629769,34897,1,CHICAGO AUSTIN CURR EXCH INC,CHICAGO AUSTIN CURR EXCH INC,5946 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,42812,RENEW,,09/22/2005,10/11/2005,N,11/16/2005,11/15/2006,10/11/2005,10/12/2005,AAI,,,41.894836792,-87.774164297,"(41.89483679195746, -87.77416429728628)"
1195519-20021116,1296794,220542,10,SMART TAX INC.,JACKSON HEWITT TAX SERVICE,5816 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1195519,RENEW,,09/24/2002,10/23/2002,N,11/16/2002,11/15/2003,10/23/2002,10/24/2002,AAI,,,41.894884245,-87.771002148,"(41.894884245372374, -87.77100214827898)"
1246364-20051116,1637825,247170,1,COMMUNITY DOLLAR INC,AUSTIN DOLLAR PLUS,5961 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1246364,RENEW,,09/22/2005,10/28/2005,N,11/16/2005,11/15/2006,10/28/2005,10/31/2005,AAI,,,41.894609147,-87.774683966,"(41.89460914732169, -87.77468396587314)"
2133998-20111228,2133998,39679,4,JACKIE LOFTON,BOTTOM NAIL SALON,5624 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,2133998,ISSUE,12/28/2011,12/28/2011,12/28/2011,N,12/28/2011,11/15/2013,12/28/2011,12/28/2011,AAI,,,41.894946126,-87.766493675,"(41.89494612641761, -87.7664936748993)"
1246364-20091116,1995031,247170,1,COMMUNITY DOLLAR INC,AUSTIN DOLLAR PLUS,5961 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1246364,RENEW,,09/15/2009,10/28/2009,N,11/16/2009,11/15/2011,10/28/2009,10/29/2009,AAI,,,41.894609147,-87.774683966,"(41.89460914732169, -87.77468396587314)"
1548382-20051116,1634369,79616,4,THE SALVATION ARMY,THE SALVATION ARMY THRIFT STORE,5713 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1548382,RENEW,,09/22/2005,10/24/2005,N,11/16/2005,11/15/2006,10/24/2005,10/25/2005,AAI,,,41.894698426,-87.768494215,"(41.89469842586008, -87.76849421472855)"
1226127-20051116,1637426,243453,2,"QUICK REFUNDS, INC.",QUICK REFUNDS,5727 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1226127,RENEW,,09/22/2005,11/03/2005,N,11/16/2005,11/15/2006,11/03/2005,11/04/2005,AAI,,,41.89468877,-87.76909651,"(41.89468876960142, -87.76909651001375)"
80456-20031116,1435043,67715,1,FOUSSENA NANDOMA,FLORENCE AFRICA HAIR BRAIDING,5744 W CHICAGO AVE  1 GRO,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,80456,RENEW,,09/26/2003,11/12/2003,N,11/16/2003,11/15/2004,11/12/2003,11/13/2003,AAI,,,41.894902697,-87.769513994,"(41.89490269670821, -87.76951399402235)"
1195519-20060216,1665388,220542,10,SMART TAX INC.,JACKSON HEWITT TAX SERVICE,5816 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1195519,RENEW,,12/21/2005,02/24/2006,N,02/16/2006,02/15/2007,02/24/2006,03/31/2006,AAI,,,41.894884245,-87.771002148,"(41.894884245372374, -87.77100214827898)"
2273-20091116,1993337,24305,1,PETRO POPOWYCZ,PETRO POPOWYCZ,5837 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1054,Veterinary Hospital,,,2273,RENEW,,09/15/2009,10/23/2009,N,11/16/2009,11/15/2011,10/23/2009,10/26/2009,AAI,,,41.8946548,-87.771654816,"(41.894654799658774, -87.77165481600393)"
42812-20111116,2116350,34897,1,CHICAGO AUSTIN CURR EXCH INC,CHICAGO AUSTIN CURR EXCH INC,5946 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,42812,RENEW,,09/15/2011,11/02/2011,N,11/16/2011,11/15/2013,11/02/2011,11/03/2011,AAI,,,41.894836792,-87.774164297,"(41.89483679195746, -87.77416429728628)"
2048905-20100727,2048905,355360,1,Dong-Hyun Kim,DNJ Beauty Supply,5600 W CHICAGO AVE 1,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,2048905,ISSUE,,07/27/2010,07/27/2010,N,07/27/2010,11/15/2011,07/27/2010,07/27/2010,AAI,,,41.894962293,-87.765460791,"(41.89496229349977, -87.76546079122906)"
1548382-20131016,2280800,79616,4,THE SALVATION ARMY,THE SALVATION ARMY THRIFT STORE,5713 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1548382,RENEW,,08/15/2013,11/15/2013,N,10/16/2013,10/15/2015,02/28/2014,02/28/2014,AAI,,,41.894698426,-87.768494215,"(41.89469842586008, -87.76849421472855)"
1167182-20021116,1296235,217261,1,EXECUTIVE SUITE,EXECUTIVE SUITE,5804 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1167182,RENEW,,09/24/2002,12/09/2002,N,11/16/2002,11/15/2003,12/09/2002,05/19/2003,AAI,,,41.894891195,-87.770523057,"(41.894891194861074, -87.7705230567142)"
1303925-20041116,1537507,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1303925,RENEW,,09/27/2004,11/15/2004,N,11/16/2004,11/15/2005,11/15/2004,11/15/2004,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
1477226-20040816,1511570,264605,2,CINDY ZAPATA,QUICK COMM,5927 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1477226,RENEW,,06/30/2004,09/20/2004,N,08/16/2004,08/15/2005,09/20/2004,09/20/2004,AAI,,,41.894628423,-87.773407372,"(41.89462842284497, -87.77340737194997)"
1843957-20091116,1996637,320755,2,LUBERTHA TYLER-HICKS,HICKS HOUSE OF STYLE AND CUTTS,5744 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1843957,RENEW,,09/15/2009,04/09/2010,N,11/16/2009,11/15/2011,04/09/2010,04/09/2010,AAI,,,41.894902697,-87.769513994,"(41.89490269670821, -87.76951399402235)"
51571-20011116,1182597,37991,1,JAMES W SHADE,THE HAIR DEN,5750 W CHICAGO AVE  1,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,51571,RENEW,,10/03/2001,01/18/2002,N,11/16/2001,11/15/2002,01/18/2002,01/22/2002,AAI,,,41.894899025,-87.769760819,"(41.894899025243525, -87.76976081922417)"
63597-20011116,1183496,42489,1,AVIS MARIE & DENNIS GANTER,SHEKINAH'S HEAVENLY CARE BIBLE,5746 W CHICAGO AVE # 1,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,63597,RENEW,,10/03/2001,12/26/2001,N,11/16/2001,11/15/2002,12/26/2001,06/19/2008,AAI,,,41.894901466,-87.769596244,"(41.89490146631802, -87.76959624413342)"
1303925-20031116,1439826,255973,1,BEMIS LESTER,UNIQUE EPOXY FLOORING SYSTEM,5924 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1303925,RENEW,,09/26/2003,11/14/2003,N,11/16/2003,11/15/2004,11/14/2003,11/17/2003,AAI,,,41.894848981,-87.77333782,"(41.89484898099712, -87.77333781998448)"
1494536-20040607,1494536,277758,1,"ONLY BY FAITH, INC.",ONLY BY FAITH,5700 W CHICAGO AVE 2,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1494536,ISSUE,06/04/2004,06/04/2004,06/04/2004,N,06/07/2004,11/15/2004,06/04/2004,06/07/2004,AAI,,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
2013116-20091217,2013116,349633,1,"FURNITURE ZONE, INC.",FURNITURE ZONE,5635 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,2013116,ISSUE,,12/16/2009,12/16/2009,N,12/17/2009,11/15/2011,12/16/2009,12/17/2009,AAI,,,41.894724114,-87.766698108,"(41.89472411353808, -87.76669810797826)"
1645525-20071116,1865260,296439,1,DONALD WRIGHT,DONALD WRIGHT USED FURNITURE,5721 W CHICAGO AVE,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,1645525,RENEW,,09/21/2007,03/21/2008,N,11/16/2007,11/15/2009,03/21/2008,03/21/2008,AAI,,,41.894693065,-87.768822856,"(41.89469306495685, -87.76882285605471)"
41118-20001116,1356116,34416,1,ROCK & FOLD LAUNDROMAT INC,ROCK & FOLD LAUNDROMAT,5612 W CHICAGO AVE,CHICAGO,IL,60651,29,5,29-5,15,1010,Limited Business License,,,41118,RENEW,,05/19/2003,05/19/2003,N,11/16/2000,11/15/2001,,05/19/2003,AAI,,,41.894954588,-87.765976521,"(41.894954588218056, -87.76597652133323)"
2163547-20131116,2285722,34335,2,YOUNG SOON ROSIER,IDEEL CLEANERS,5609 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1010,Limited Business License,,,2163547,RENEW,,09/15/2013,11/03/2013,N,11/16/2013,11/15/2015,11/03/2013,11/04/2013,AAI,,,41.89473748,-87.765798787,"(41.89473747960189, -87.76579878716564)"
1649124-20051130,1649124,298394,1,DELILAH G. JOHNSON,SALUTIONS FLORIST,5840 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1649124,ISSUE,11/29/2005,11/29/2005,11/29/2005,N,11/30/2005,11/15/2006,11/29/2005,11/30/2005,AAI,,,41.894870225,-87.771954778,"(41.89487022453704, -87.77195477810686)"
1974585-20090701,1974585,343815,1,"BETTY'S DAY CARE ACADEMY, INC.","BETTY'S DAY CARE ACADEMY, INC.",5725 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,35,29-35,15,1586,Day Care Center Under 2 and 2 - 6 Years,,,1974585,ISSUE,05/26/2009,05/28/2009,05/28/2009,N,07/01/2009,11/15/2009,07/01/2009,07/01/2009,AAI,,,41.894690487,-87.768986957,"(41.89469048714729, -87.76898695672315)"
1305003-20021205,1305003,256397,1,ACCURATE TAX SERVICES,LIBERTY TAX SERVICE,5803 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1305003,ISSUE,11/29/2002,11/29/2002,11/29/2002,N,12/05/2002,11/15/2003,12/04/2002,12/05/2002,AAI,,,41.894672901,-87.77036131,"(41.894672901184975, -87.77036130980994)"
1843957-20070827,1843957,320755,2,LUBERTHA TYLER-HICKS,HICKS HOUSE OF STYLE AND CUTTS,5744 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1843957,ISSUE,07/31/2007,07/31/2007,08/27/2007,N,08/27/2007,11/15/2009,08/27/2007,08/27/2007,AAI,,,41.894902697,-87.769513994,"(41.89490269670821, -87.76951399402235)"
1573297-20061116,1761374,286166,1,CORNELL T. HARRIS,STUDIO 7,5811 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1010,Limited Business License,,,1573297,RENEW,,09/20/2006,06/15/2007,N,11/16/2006,11/15/2007,06/15/2007,06/15/2007,AAI,,,41.894669765,-87.77066533,"(41.89466976462685, -87.77066533021669)"
1271255-20031116,1438992,250601,1,STACIA G CRAWFORD,AFRICAN ACCENTS,5840 W CHICAGO AVE,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1271255,RENEW,,09/26/2003,11/13/2003,N,11/16/2003,11/15/2004,11/13/2003,10/01/2004,AAI,,,41.894870225,-87.771954778,"(41.89487022453704, -87.77195477810686)"
2273-20031116,1429136,24305,1,PETRO POPOWYCZ,PETRO POPOWYCZ,5837 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1054,Veterinary Hospital,,,2273,RENEW,,09/26/2003,11/03/2003,N,11/16/2003,11/15/2004,11/03/2003,11/04/2003,AAI,,,41.8946548,-87.771654816,"(41.894654799658774, -87.77165481600393)"
1494536-20091116,1995472,277758,1,"ONLY BY FAITH, INC.",ONLY BY FAITH,5700 W CHICAGO AVE 2,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1494536,RENEW,,09/15/2009,10/24/2009,N,11/16/2009,11/15/2011,10/24/2009,10/26/2009,AAC,07/27/2011,,41.89492663,-87.768008331,"(41.89492662954099, -87.76800833135303)"
2273-20071116,1852202,24305,1,PETRO POPOWYCZ,PETRO POPOWYCZ,5837 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,29,29-29,15,1054,Veterinary Hospital,,,2273,RENEW,,09/21/2007,10/31/2007,N,11/16/2007,11/15/2009,10/31/2007,11/01/2007,AAI,,,41.8946548,-87.771654816,"(41.894654799658774, -87.77165481600393)"
1800190-20070329,1800190,290890,1,JAMES SPEARMAN,THE OFFICE,5812 W CHICAGO AVE 1ST,CHICAGO,IL,60651,29,45,29-45,15,1010,Limited Business License,,,1800190,ISSUE,01/26/2007,03/29/2007,03/29/2007,N,03/29/2007,11/15/2007,03/29/2007,03/29/2007,AAI,,,41.894886814,-87.77084293,"(41.89488681369428, -87.77084292979197)"
52621-20021116,1282401,17669,1,THE GOOD GUYS GROCERY INC,THE GOOD GUYS GUYS GROCERIES,5851 W CHICAGO AVE,CHICAGO,IL,60651,29,29,29-29,15,1006,Retail Food Establishment,,,52621,RENEW,,09/24/2002,11/12/2002,N,11/16/2002,11/15/2003,12/04/2002,12/05/2002,AAC,10/10/2003,,41.894646738,-87.772186926,"(41.894646738205715, -87.77218692559813)"
